时间,温度,降水量,风速,风向,湿度,气压,最大风速,风向,出现时间,最高温,最低温,最高温时间,最低温时间
2018-01-31 01:00,6.0,0.1,3.1,西北偏西,0.93,1013.8,5.1,西南偏南,8,8.3,5.4,Jan 31, 2018 8:05:00 PM,Jan 31, 2018 11:30:00 PM
2018-01-31 02:00,5.7,1.0,1.5,西南偏西,0.96,1013.5,6.5,西南,41,8.3,5.4,Jan 31, 2018 8:05:00 PM,Jan 31, 2018 11:30:00 PM
2018-01-31 03:00,5.8,0.7,3.1,西北偏西,0.96,1013.0,5.2,西南偏西,58,8.3,5.4,Jan 31, 2018 8:05:00 PM,Jan 31, 2018 11:30:00 PM
2018-01-31 04:00,5.9,0.0,2.3,西北偏西,0.93,1013.0,5.9,南,13,8.3,5.4,Jan 31, 2018 8:05:00 PM,Jan 31, 2018 11:30:00 PM
2018-01-31 05:00,5.5,2.2,1.7,南,0.96,1013.7,6.1,西南,9,8.3,5.4,Jan 31, 2018 8:05:00 PM,Jan 31, 2018 11:30:00 PM
2018-01-31 06:00,5.8,0.1,3.3,西北,0.94,1013.2,6.3,西北,17,8.3,5.4,Jan 31, 2018 8:05:00 PM,Jan 31, 2018 11:30:00 PM
2018-01-31 07:00,5.9,0.1,4.1,西北偏西,0.92,1014.2,7.6,西南偏西,57,8.3,5.4,Jan 31, 2018 8:05:00 PM,Jan 31, 2018 11:30:00 PM
2018-01-31 08:00,6.1,0.0,3.4,西北偏西,0.92,1015.7,6.3,西南,8,8.3,5.4,Jan 31, 2018 8:05:00 PM,Jan 31, 2018 11:30:00 PM
2018-01-31 09:00,6.2,0.0,1.5,西,0.88,1016.7,7.2,西南,48,8.3,5.4,Jan 31, 2018 8:05:00 PM,Jan 31, 2018 11:30:00 PM
2018-01-31 10:00,6.5,0.0,2.3,西北偏西,0.85,1016.8,6.9,西南,3,8.3,5.4,Jan 31, 2018 8:05:00 PM,Jan 31, 2018 11:30:00 PM
2018-01-31 11:00,6.9,0.0,2.2,西北,0.83,1017.1,7.6,西南,59,8.3,5.4,Jan 31, 2018 8:05:00 PM,Jan 31, 2018 11:30:00 PM
2018-01-31 12:00,7.5,0.0,3.2,西北偏西,0.78,1016.6,9.4,西南,54,8.3,5.4,Jan 31, 2018 8:05:00 PM,Jan 31, 2018 11:30:00 PM
2018-01-31 13:00,7.8,0.0,2.9,西北偏西,0.77,1015.5,8.1,西南偏西,59,8.3,5.4,Jan 31, 2018 8:05:00 PM,Jan 31, 2018 11:30:00 PM
2018-01-31 14:00,7.8,0.0,3.5,西北偏西,0.77,1014.9,8.9,西南偏西,26,8.3,5.4,Jan 31, 2018 8:05:00 PM,Jan 31, 2018 11:30:00 PM
2018-01-31 15:00,7.8,0.0,4.0,西北,0.75,1013.9,9.0,西南偏南,35,8.3,5.4,Jan 31, 2018 8:05:00 PM,Jan 31, 2018 11:30:00 PM
2018-01-31 16:00,8.2,0.0,4.0,北,0.71,1014.3,7.9,西南偏西,44,8.3,5.4,Jan 31, 2018 8:05:00 PM,Jan 31, 2018 11:30:00 PM
2018-01-31 17:00,7.9,0.0,1.7,东北偏北,0.7,1015.1,8.3,西南,20,8.3,5.4,Jan 31, 2018 8:05:00 PM,Jan 31, 2018 11:30:00 PM
2018-01-31 18:00,7.3,0.0,2.4,南,0.7,1015.2,8.0,西,30,8.3,5.4,Jan 31, 2018 8:05:00 PM,Jan 31, 2018 11:30:00 PM
2018-01-31 19:00,6.9,0.0,2.1,西南,0.72,1015.5,6.1,西南偏西,32,8.3,5.4,Jan 31, 2018 8:05:00 PM,Jan 31, 2018 11:30:00 PM
2018-01-31 20:00,6.6,0.0,5.8,西北偏西,0.7,1016.4,7.2,西南偏西,58,8.3,5.4,Jan 31, 2018 8:05:00 PM,Jan 31, 2018 11:30:00 PM
2018-01-31 21:00,6.5,0.0,3.6,西北偏北,0.69,1017.4,7.0,东南偏南,4,8.3,5.4,Jan 31, 2018 8:05:00 PM,Jan 31, 2018 11:30:00 PM
2018-01-31 22:00,6.4,0.0,2.6,西,0.66,1017.3,6.4,西南偏西,14,8.3,5.4,Jan 31, 2018 8:05:00 PM,Jan 31, 2018 11:30:00 PM
2018-01-31 23:00,6.3,0.0,1.8,西,0.62,1017.3,8.5,西北,47,8.3,5.4,Jan 31, 2018 8:05:00 PM,Jan 31, 2018 11:30:00 PM
2018-02-01 00:00,6.2,0.0,1.7,西北,0.57,1017.4,8.9,西北偏北,34,8.3,5.4,Jan 31, 2018 8:05:00 PM,Jan 31, 2018 11:30:00 PM
2018-02-01 01:00,5.8,0.0,2.1,西,0.55,1017.6,5.8,西南偏西,6,13.9,4.5,Feb 1, 2018 2:50:00 PM,Feb 1, 2018 7:15:00 AM
2018-02-01 02:00,5.7,0.0,2.0,西南偏西,0.52,1017.3,5.6,西南偏南,47,13.9,4.5,Feb 1, 2018 2:50:00 PM,Feb 1, 2018 7:15:00 AM
2018-02-01 03:00,5.6,0.0,1.1,南,0.52,1016.9,5.3,西南偏西,25,13.9,4.5,Feb 1, 2018 2:50:00 PM,Feb 1, 2018 7:15:00 AM
2018-02-01 04:00,5.5,0.0,1.9,西北偏西,0.52,1016.3,5.4,西南偏西,2,13.9,4.5,Feb 1, 2018 2:50:00 PM,Feb 1, 2018 7:15:00 AM
2018-02-01 05:00,5.4,0.0,2.0,东北偏北,0.55,1016.3,3.7,西南偏南,26,13.9,4.5,Feb 1, 2018 2:50:00 PM,Feb 1, 2018 7:15:00 AM
2018-02-01 06:00,5.0,0.0,1.8,东北偏北,0.58,1015.9,3.6,西,6,13.9,4.5,Feb 1, 2018 2:50:00 PM,Feb 1, 2018 7:15:00 AM
2018-02-01 07:00,4.6,0.0,1.7,西北偏北,0.61,1016.2,4.5,西北偏西,1,13.9,4.5,Feb 1, 2018 2:50:00 PM,Feb 1, 2018 7:15:00 AM
2018-02-01 08:00,5.2,0.0,1.2,东南偏东,0.62,1016.7,4.1,西南,39,13.9,4.5,Feb 1, 2018 2:50:00 PM,Feb 1, 2018 7:15:00 AM
2018-02-01 09:00,6.5,0.0,1.6,东南,0.59,1017.3,4.9,西,59,13.9,4.5,Feb 1, 2018 2:50:00 PM,Feb 1, 2018 7:15:00 AM
2018-02-01 10:00,7.8,0.0,2.0,东北偏北,0.53,1017.6,4.9,西北,16,13.9,4.5,Feb 1, 2018 2:50:00 PM,Feb 1, 2018 7:15:00 AM
2018-02-01 11:00,9.8,0.0,1.4,西南,0.47,1017.2,5.8,西北,51,13.9,4.5,Feb 1, 2018 2:50:00 PM,Feb 1, 2018 7:15:00 AM
2018-02-01 12:00,10.1,0.0,1.5,北,0.45,1016.2,6.5,西北偏西,11,13.9,4.5,Feb 1, 2018 2:50:00 PM,Feb 1, 2018 7:15:00 AM
2018-02-01 13:00,10.7,0.0,2.2,东北,0.46,1014.6,5.0,西北偏西,0,13.9,4.5,Feb 1, 2018 2:50:00 PM,Feb 1, 2018 7:15:00 AM
2018-02-01 14:00,12.5,0.0,0.9,西南偏西,0.42,1013.3,3.6,西北偏西,33,13.9,4.5,Feb 1, 2018 2:50:00 PM,Feb 1, 2018 7:15:00 AM
2018-02-01 15:00,13.6,0.0,0.9,东,0.44,1012.4,3.4,西南,38,13.9,4.5,Feb 1, 2018 2:50:00 PM,Feb 1, 2018 7:15:00 AM
2018-02-01 16:00,13.3,0.0,1.0,东北偏北,0.44,1012.0,3.6,西北,31,13.9,4.5,Feb 1, 2018 2:50:00 PM,Feb 1, 2018 7:15:00 AM
2018-02-01 17:00,12.8,0.0,0.9,西,0.46,1012.4,3.3,西北偏西,38,13.9,4.5,Feb 1, 2018 2:50:00 PM,Feb 1, 2018 7:15:00 AM
2018-02-01 18:00,12.7,0.0,0.8,西北,0.49,1012.8,3.3,西,16,13.9,4.5,Feb 1, 2018 2:50:00 PM,Feb 1, 2018 7:15:00 AM
2018-02-01 19:00,12.1,0.0,0.7,西南偏南,0.52,1013.0,3.1,西北偏西,38,13.9,4.5,Feb 1, 2018 2:50:00 PM,Feb 1, 2018 7:15:00 AM
2018-02-01 20:00,11.9,0.0,1.3,东北,0.52,1013.6,2.9,西北偏西,46,13.9,4.5,Feb 1, 2018 2:50:00 PM,Feb 1, 2018 7:15:00 AM
2018-02-01 21:00,11.7,0.0,1.0,东北,0.53,1014.3,2.5,西,7,13.9,4.5,Feb 1, 2018 2:50:00 PM,Feb 1, 2018 7:15:00 AM
2018-02-01 22:00,11.5,0.0,2.3,东北偏北,0.54,1014.8,4.0,西,52,13.9,4.5,Feb 1, 2018 2:50:00 PM,Feb 1, 2018 7:15:00 AM
2018-02-01 23:00,11.2,0.0,1.6,东北偏东,0.57,1014.8,4.3,北,52,13.9,4.5,Feb 1, 2018 2:50:00 PM,Feb 1, 2018 7:15:00 AM
2018-02-02 00:00,11.1,0.0,2.6,东北,0.6,1015.2,6.5,西北,27,13.9,4.5,Feb 1, 2018 2:50:00 PM,Feb 1, 2018 7:15:00 AM
2018-02-02 01:00,10.4,0.0,2.9,东北偏北,0.6,1015.3,5.7,西北,36,11.9,8.2,Feb 2, 2018 8:05:00 PM,Feb 2, 2018 11:55:00 PM
2018-02-02 02:00,10.2,0.0,1.5,北,0.6,1015.0,4.9,西北偏北,21,11.9,8.2,Feb 2, 2018 8:05:00 PM,Feb 2, 2018 11:55:00 PM
2018-02-02 03:00,9.9,0.0,2.8,西北,0.6,1015.9,3.9,西,49,11.9,8.2,Feb 2, 2018 8:05:00 PM,Feb 2, 2018 11:55:00 PM
2018-02-02 04:00,9.4,0.0,0.9,南,0.59,1016.1,5.4,西南,5,11.9,8.2,Feb 2, 2018 8:05:00 PM,Feb 2, 2018 11:55:00 PM
2018-02-02 05:00,9.2,0.0,1.5,西北,0.57,1016.4,3.5,西北偏西,48,11.9,8.2,Feb 2, 2018 8:05:00 PM,Feb 2, 2018 11:55:00 PM
2018-02-02 06:00,9.0,0.0,2.4,西北偏西,0.54,1016.8,3.9,西南,44,11.9,8.2,Feb 2, 2018 8:05:00 PM,Feb 2, 2018 11:55:00 PM
2018-02-02 07:00,8.8,0.0,1.9,西,0.54,1017.7,4.9,西南,58,11.9,8.2,Feb 2, 2018 8:05:00 PM,Feb 2, 2018 11:55:00 PM
2018-02-02 08:00,8.7,0.0,2.7,西北,0.59,1018.0,6.8,西南偏西,24,11.9,8.2,Feb 2, 2018 8:05:00 PM,Feb 2, 2018 11:55:00 PM
2018-02-02 09:00,8.5,0.0,1.1,西北偏西,0.6,1019.1,5.7,西南偏西,44,11.9,8.2,Feb 2, 2018 8:05:00 PM,Feb 2, 2018 11:55:00 PM
2018-02-02 10:00,8.7,0.0,2.0,西北偏西,0.59,1019.8,6.1,西南偏西,48,11.9,8.2,Feb 2, 2018 8:05:00 PM,Feb 2, 2018 11:55:00 PM
2018-02-02 11:00,9.0,0.0,3.6,东北,0.54,1020.0,6.4,西南偏西,16,11.9,8.2,Feb 2, 2018 8:05:00 PM,Feb 2, 2018 11:55:00 PM
2018-02-02 12:00,8.5,0.0,2.1,西,0.58,1019.7,7.3,西南偏西,53,12.2,7.7,Feb 3, 2018 11:30:00 AM,Feb 3, 2018 7:15:00 AM
